mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	4.0	0	0	4/4	2	1		A.I{	A	I		I		I						{	M	0	0	0, 4, 1		0	0
2	2	4	4.0	0	0	4/4	2	1		V43	A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
3	3	8	1.0	0	0	4/4	2	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
3	3	9	1.0	1/4	1/4	4/4	2	1		V6	A	I		V6		V		6					M	0	0	5, 2, 1		1	5
3	3	10	1.0	1/2	1/2	4/4	2	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
3	3	11	1.0	3/4	3/4	4/4	2	1		IV6	A	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
4	4	12	2.0	0	0	4/4	2	1		V(64)}	A	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
4	4	14	1.0	1/2	1/2	4/4	2	1		V|HC	A	I		V		V					HC		M	0	0	1, 5, 2		1	1
4	4	15	1.0	3/4	3/4	4/4	2	1		V2	A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
5	5	16	2.0	0	0	4/4	2	1		I6{	A	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
5	5	18	2.0	1/2	1/2	4/4	2	1		V64	A	I		V64		V		64					M	0	0	2, 1, 5		1	2
6	6	20	2.0	0	0	4/4	2	1		V.V65/V	A	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
6	6	22	2.0	1/2	1/2	4/4	2	1		V43/V	A	V		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
7	7	24	2.0	0	0	4/4	2	1		V(64)	A	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
7	7	26	2.0	1/2	1/2	4/4	2	1		V7	A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	28	2.0	0	0	4/4	2	1		I(974)}	A	V		I(974)		I			974			}	M	0	0	0, -1, 1	2, 5	0	0
8	8	30	2.0	1/2	1/2	4/4	2	1		I|PAC	A	V		I		I					PAC		M	0	0	0, 4, 1		0	0
8	8	61/2	0.0	5/8	5/8	4/4	2	1		{	A	V										{		0	0				
9	9	32	2.0	0	0	4/4	2	2		I.V[V65	A	I	V	V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
9	9	34	2.0	1/2	1/2	4/4	2	2		I	A	I	V	I		I							M	0	0	0, 4, 1		0	0
10	10	36	4.0	0	0	4/4	2	2		V]	A	I	V	V		V							M	0	0	1, 5, 2		1	1
