mc	mn	keysig	timesig	act_dur	offset	repeats	volta	barline	numbering_offset	dont_count	next
1	1	-5	4/4	1	0	firstMeasure					2
2	2	-5	4/4	1	0						3
3	3	-5	4/4	1	0						4
4	4	-5	4/4	7/4	0						5
5	5	4	4/4	2	0						6
6	6	4	4/4	1/2	0			other			7
7	6	-6	4/4	3/4	1/2					1	8
8	6	-6	4/4	1/4	0			other		1	9
9	7	-6	12/16	3/8	1/4						10
10	8	-6	12/16	3/4	0						11
11	9	-6	12/16	3/4	0						12
12	10	-6	12/16	3/4	0						13
13	11	-6	12/16	3/4	0						14
14	12	-6	12/16	3/4	0						15
15	13	-6	12/16	3/4	0						16
16	14	-6	12/16	3/4	0						17
17	15	-6	12/16	3/4	0						18
18	16	-6	12/16	3/4	0						19
19	17	-6	12/16	3/4	0						20
20	18	-6	12/16	3/4	0						21
21	19	-6	12/16	3/4	0						22
22	20	-6	12/16	3/4	0						23
23	21	-6	12/16	3/4	0						24
24	22	-6	12/16	3/4	0						25
25	23	-6	12/16	3/4	0						26
26	24	-6	12/16	3/4	0						27
27	25	-6	12/16	3/4	0						28
28	25	-6	12/16	3/8	0			other		1	29
29	26	-4	6/8	3/8	3/8						30
30	27	-4	6/8	3/4	0						31
31	28	-4	6/8	3/4	0						32
32	29	-4	6/8	3/4	0						33
33	30	-4	6/8	3/4	0						34
34	31	-4	6/8	3/4	0						35
35	32	-4	6/8	3/4	0						36
36	33	-4	6/8	3/4	0						37
37	34	-4	6/8	3/4	0						38
38	35	-4	6/8	3/4	0						39
39	36	-4	6/8	3/4	0						40
40	37	-4	6/8	3/4	0						41
41	38	-4	6/8	3/4	0						42
42	39	-4	6/8	3/4	0						43
43	40	-4	6/8	3/4	0						44
44	41	-4	6/8	3/4	0						45
45	42	-4	6/8	3/4	0						46
46	43	-4	6/8	3/4	0						47
47	44	-4	6/8	3/4	0						48
48	45	-4	6/8	3/4	0						49
49	46	-4	6/8	3/4	0						50
50	47	-4	6/8	3/4	0						51
51	48	-4	6/8	3/4	0						52
52	49	-4	6/8	3/4	0						53
53	50	-4	6/8	3/4	0						54
54	51	-4	6/8	3/4	0						55
55	52	-4	6/8	3/4	0						56
56	53	-4	6/8	3/4	0						57
57	54	-4	6/8	3/4	0						58
58	55	-4	6/8	3/4	0						59
59	56	-4	6/8	3/4	0						60
60	57	-4	6/8	3/4	0						61
61	58	-4	6/8	3/4	0						62
62	59	-4	6/8	3/4	0						63
63	60	-4	6/8	3/4	0						64
64	61	-4	6/8	3/4	0						65
65	62	-4	6/8	3/4	0						66
66	63	-4	6/8	3/4	0						67
67	64	-4	6/8	3/4	0						68
68	65	-4	6/8	3/4	0						69
69	66	-4	6/8	3/4	0						70
70	67	-4	6/8	3/4	0						71
71	68	-4	6/8	3/4	0						72
72	69	-4	6/8	3/4	0						73
